year,cp,name,population,select,mayor,menor
1920,44141,Lledó,543,,,
1920,44142,Maicas,390,,,
1920,44143,Manzanera,2368,,,
1920,44144,Martín del Río,882,,,
1920,44145,Mas de las Matas,2142,,,
1920,44146,Mata de los Olmos La,445,,,
1920,44147,Mazaleón,1627,,,
1920,44148,Mezquita de Jarque,326,,,
1920,44149,Mirambel,791,,,
1920,44150,Miravete de la Sierra,399,,,
1920,44151,Molinos,1150,,,
1920,44152,Monforte de Moyuela,740,,,
1920,44153,Monreal del Campo,2737,,,
1920,44154,Monroyo,1184,,,
1920,44155,Montalbán,2339,,,
1920,44156,Monteagudo del Castillo,531,,,
1920,44157,Monterde de Albarracín,531,,,
1920,44158,Mora de Rubielos,2898,,,
1920,44159,Moscardón,503,,,
1920,44160,Mosqueruela,3010,,,
1920,44161,Muniesa,2112,,,
1920,44163,Noguera de Albarracín,583,,,
1920,44164,Nogueras,333,,,
1920,44165,Nogueruelas,1006,,,
1920,44167,Obón,1130,,,
1920,44168,Odón,958,,,
1920,44169,Ojos Negros,2114,,,
1920,44171,Olba,1793,,,
1920,44172,Oliete,2327,,,
1920,44173,Olmos Los,518,,,
1920,44174,Orihuela del Tremedal,1052,,,
1920,44175,Orrios,409,,,
1920,44176,Palomar de Arroyos,612,,,
1920,44177,Pancrudo,1097,,,
1920,44178,Parras de Castellote Las,985,,,
1920,44179,Peñarroya de Tastavins,1600,,,
1920,44180,Peracense,431,,,
1920,44181,Peralejos,279,,,
1920,44182,Perales del Alfambra,848,,,
1920,44183,Pitarque,889,,,
1920,44184,Plou,493,,,
1920,44185,Pobo El,553,,,
1920,44187,Portellada La,823,,,
1920,44189,Pozondón,595,,,
1920,44190,Pozuel del Campo,602,,,
1920,44191,La Puebla de Híjar,2724,,,
1920,44192,La Puebla de Valverde,2242,,,
1920,44193,Puertomingalvo,1421,,,
1920,44194,Ráfales,907,,,
1920,44195,Rillo,527,,,
1920,44196,Riodeva,765,,,
1920,44197,Ródenas,503,,,
1920,44198,Royuela,482,,,
1920,44199,Rubiales,254,,,
1920,44200,Rubielos de la Cérida,474,,,
1920,44201,Rubielos de Mora,2129,,,
1920,44203,Salcedillo,134,,,
1920,44204,Saldón,470,,,
1920,44205,Samper de Calanda,2626,,,
1920,44206,San Agustín,1477,,,
1920,44207,San Martín del Río,919,,,
1920,44208,Santa Cruz de Nogueras,345,,,
1920,44209,Santa Eulalia,2140,,,
1920,44210,Sarrión,2396,,,
1920,44211,Segura de los Baños,754,,,
1920,44212,Seno,389,,,
1920,44213,Singra,455,,,
1920,44215,Terriente,1135,,,
1920,44216,Teruel,15145,,,
1920,44217,Toril y Masegoso,344,,,
1920,44218,Tormón,310,,,
1920,44219,Tornos,740,,,
1920,44220,Torralba de los Sisones,609,,,
1920,44221,Torrecilla de Alcañiz,1087,,,
1920,44222,Torrecilla del Rebollar,918,,,
1920,44223,Torre de Arcas,524,,,
1920,44224,Torre de las Arcas,521,,,
1920,44225,Torre del Compte,848,,,
1920,44226,Torrelacárcel,705,,,
1920,44227,Torre los Negros,496,,,
1920,44228,Torremocha de Jiloca,512,,,
1920,44229,Torres de Albarracín,540,,,
1920,44230,Torrevelilla,798,,,
1920,44231,Torrijas,571,,,
1920,44232,Torrijo del Campo,1443,,,
1920,44234,Tramacastiel,600,,,
1920,44235,Tramacastilla,387,,,
1920,44236,Tronchón,880,,,
1920,44237,Urrea de Gaén,1372,,,
1920,44238,Utrillas,1381,,,
1920,44239,Valacloche,238,,,
1920,44240,Valbona,709,,,
1920,44241,Valdealgorfa,1882,,,
1920,44243,Valdecuenca,432,,,
1920,44244,Valdelinares,724,,,
1920,44245,Valdeltormo,831,,,
1920,44246,Valderrobres,3197,,,
1920,44247,Valjunquera,1322,,,
1920,44249,Vallecillo El,442,,,
1920,44250,Veguillas de la Sierra,211,,,
1920,44251,Villafranca del Campo,1098,,,
1920,44252,Villahermosa del Campo,274,,,
1920,44256,Villanueva del Rebollar de la Sierra,330,,,
1920,44257,Villar del Cobo,586,,,
1920,44258,Villar del Salz,466,,,
1920,44260,Villarluengo,1733,,,
1920,44261,Villarquemado,1310,,,
1920,44262,Villarroya de los Pinares,875,,,
1920,44263,Villastar,719,,,
1920,44264,Villel,1282,,,
1920,44265,Vinaceite,653,,,
1920,44266,Visiedo,620,,,
1920,44267,Vivel del Río Martín,956,,,
1920,44268,La Zoma,160,,,
1930,44001,Ababuj,373,,,
1930,44002,Abejuela,597,,,
1930,44003,Aguatón,194,,,
1930,44004,Aguaviva,1863,,,
1930,44005,Aguilar del Alfambra,494,,,
1930,44006,Alacón,1038,,,
1930,44007,Alba,786,,,
1930,44008,Albalate del Arzobispo,4640,,,
1930,44009,Albarracín,1688,,,
1930,44010,Albentosa,1195,,,
1930,44011,Alcaine,968,,,
1930,44012,Alcalá de la Selva,1648,,,
1930,44013,Alcañiz,8961,,,
1930,44014,Alcorisa,3809,,,
1930,44016,Alfambra,1586,,,
1930,44017,Aliaga,1578,,,
1930,44018,Almohaja,218,,,
1930,44019,Alobras,449,,,
1930,44020,Alpeñés,226,,,
1930,44021,Allepuz,893,,,
1930,44022,Alloza,1651,,,
1930,44023,Allueva,254,,,
1930,44024,Anadón,366,,,
1930,44025,Andorra,3195,,,
1930,44026,Arcos de las Salinas,971,,,
1930,44027,Arens de Lledó,660,,,
1930,44028,Argente,724,,,
1930,44029,Ariño,1329,,,
1930,44031,Azaila,672,,,
1930,44032,Bádenas,326,,,
1930,44033,Báguena,1474,,,
1930,44034,Bañón,766,,,
1930,44035,Barrachina,655,,,
1930,44036,Bea,194,,,
1930,44037,Beceite,1761,,,
1930,44038,Belmonte de San José,626,,,
1930,44039,Bello,1435,,,
1930,44040,Berge,677,,,
1930,44041,Bezas,388,,,
1930,44042,Blancas,1059,,,
1930,44043,Blesa,1359,,,
1930,44044,Bordón,579,,,
1930,44045,Bronchales,1039,,,
1930,44046,Bueña,439,,,
1930,44047,Burbáguena,1282,,,
1930,44048,Cabra de Mora,418,,,
1930,44049,Calaceite,2751,,,
1930,44050,Calamocha,7647,,,
1930,44051,Calanda,4052,,,
1930,44052,Calomarde,377,,,
1930,44053,Camañas,516,,,
1930,44054,Camarena de la Sierra,787,,,
1930,44055,Camarillas,677,,,
1930,44056,Caminreal,1691,,,
1930,44059,Cantavieja,1866,,,
1930,44060,Cañada de Benatanduz,490,,,
1930,44061,Cañada de Verich La,225,,,
1930,44062,Cañada Vellida,201,,,
1930,44063,Cañizar del Olivar,385,,,
1930,44064,Cascante del Río,584,,,
1930,44065,Castejón de Tornos,537,,,
1930,44066,Castel de Cabra,548,,,
1930,44067,Castelnou,492,,,
1930,44068,Castelserás,2087,,,
1930,44070,Castellar El,471,,,
1930,44071,Castellote,4400,,,
1930,44074,Cedrillas,1034,,,
1930,44075,Celadas,962,,,
1930,44076,Cella,3685,,,
1930,44077,Cerollera La,341,,,
1930,44080,Codoñera La,982,,,
1930,44082,Corbalán,510,,,
1930,44084,Cortes de Aragón,537,,,
1930,44085,Cosa,490,,,
1930,44086,Cretas,1704,,,
1930,44087,Crivillén,762,,,
1930,44088,Cuba La,339,,,
1930,44089,Cubla,377,,,
1930,44090,Cucalón,567,,,
1930,44092,Cuervo El,502,,,
1930,44093,Cuevas de Almudén,251,,,
1930,44094,Cuevas Labradas,394,,,
1930,44096,Ejulve,1139,,,
1930,44097,Escorihuela,604,,,
1930,44099,Escucha,773,,,
1930,44100,Estercuel,1088,,,
1930,44101,Ferreruela de Huerva,323,,,
1930,44102,Fonfría,214,,,
1930,44103,Formiche Alto,853,,,
1930,44105,Fórnoles,739,,,
1930,44106,Fortanete,1301,,,
1930,44107,Foz-Calanda,713,,,
1930,44108,Fresneda La,1698,,,
1930,44109,Frías de Albarracín,605,,,
1930,44110,Fuenferrada,374,,,
1930,44111,Fuentes Calientes,278,,,
1930,44112,Fuentes Claras,1318,,,
1930,44113,Fuentes de Rubielos,772,,,
1930,44114,Fuentespalda,825,,,
1930,44115,Galve,386,,,
1930,44116,Gargallo,503,,,
1930,44117,Gea de Albarracín,1151,,,
1930,44118,Ginebrosa La,912,,,
1930,44119,Griegos,455,,,
1930,44120,Guadalaviar,591,,,
1930,44121,Gúdar,508,,,
1930,44122,Híjar,3807,,,
1930,44123,Hinojosa de Jarque,536,,,
1930,44124,Hoz de la Vieja La,979,,,
1930,44125,Huesa del Común,1194,,,
1930,44126,Iglesuela del Cid La,1345,,,
1930,44127,Jabaloyas,783,,,
1930,44128,Jarque de la Val,318,,,
1930,44129,Jatiel,254,,,
1930,44130,Jorcas,377,,,
1930,44131,Josa,454,,,
1930,44132,Lagueruela,363,,,
1930,44133,Lanzuela,249,,,
1930,44135,Libros,1586,,,
1930,44136,Lidón,384,,,
1930,44137,Linares de Mora,1359,,,
1930,44138,Loscos,1467,,,
1930,44141,Lledó,550,,,
1930,44142,Maicas,384,,,
1930,44143,Manzanera,2387,,,
1930,44144,Martín del Río,895,,,
1930,44145,Mas de las Matas,2102,,,
1930,44146,Mata de los Olmos La,455,,,
1930,44147,Mazaleón,1653,,,
1930,44148,Mezquita de Jarque,355,,,
1930,44149,Mirambel,810,,,
1930,44150,Miravete de la Sierra,341,,,
1930,44151,Molinos,1130,,,
1930,44152,Monforte de Moyuela,677,,,
1930,44153,Monreal del Campo,3253,,,
1930,44154,Monroyo,1080,,,
1930,44155,Montalbán,2150,,,
1930,44156,Monteagudo del Castillo,507,,,
1930,44157,Monterde de Albarracín,566,,,
1930,44158,Mora de Rubielos,2790,,,
1930,44159,Moscardón,459,,,
1930,44160,Mosqueruela,2639,,,
1930,44161,Muniesa,2266,,,
1930,44163,Noguera de Albarracín,550,,,
1930,44164,Nogueras,404,,,
1930,44165,Nogueruelas,810,,,
1930,44167,Obón,1069,,,
1930,44168,Odón,946,,,
1930,44169,Ojos Negros,2815,,,
1930,44171,Olba,1469,,,
1930,44172,Oliete,2258,,,
1930,44173,Olmos Los,513,,,
1930,44174,Orihuela del Tremedal,1118,,,
1930,44175,Orrios,430,,,
1930,44176,Palomar de Arroyos,607,,,
1930,44177,Pancrudo,1012,,,
1930,44178,Parras de Castellote Las,860,,,
1930,44179,Peñarroya de Tastavins,1507,,,
1930,44180,Peracense,455,,,
1930,44181,Peralejos,339,,,
1930,44182,Perales del Alfambra,832,,,
1930,44183,Pitarque,860,,,
1930,44184,Plou,433,,,
1930,44185,Pobo El,512,,,
1930,44187,Portellada La,765,,,
1930,44189,Pozondón,616,,,
1930,44190,Pozuel del Campo,634,,,
1930,44191,La Puebla de Híjar,2849,,,
1930,44192,La Puebla de Valverde,2133,,,
1930,44193,Puertomingalvo,1309,,,
1930,44194,Ráfales,809,,,
1930,44195,Rillo,520,,,
1930,44196,Riodeva,805,,,
1930,44197,Ródenas,470,,,
1930,44198,Royuela,529,,,
1930,44199,Rubiales,265,,,
1930,44200,Rubielos de la Cérida,480,,,
1930,44201,Rubielos de Mora,1873,,,
1930,44203,Salcedillo,164,,,
1930,44204,Saldón,502,,,
1930,44205,Samper de Calanda,2698,,,
1930,44206,San Agustín,1332,,,
1930,44207,San Martín del Río,1072,,,
1930,44208,Santa Cruz de Nogueras,315,,,
1930,44209,Santa Eulalia,2626,,,
1930,44210,Sarrión,2517,,,
1930,44211,Segura de los Baños,768,,,
1930,44212,Seno,354,,,
1930,44213,Singra,469,,,
1930,44215,Terriente,1030,,,
1930,44216,Teruel,16384,,,
1930,44217,Toril y Masegoso,328,,,
1930,44218,Tormón,342,,,
1930,44219,Tornos,852,,,
1930,44220,Torralba de los Sisones,675,,,
1930,44221,Torrecilla de Alcañiz,1075,,,
1930,44222,Torrecilla del Rebollar,897,,,
1930,44223,Torre de Arcas,469,,,
1930,44224,Torre de las Arcas,448,,,
1930,44225,Torre del Compte,855,,,
1930,44226,Torrelacárcel,822,,,
1930,44227,Torre los Negros,470,,,
1930,44228,Torremocha de Jiloca,555,,,
1930,44229,Torres de Albarracín,504,,,
1930,44230,Torrevelilla,735,,,
1930,44231,Torrijas,527,,,
1930,44232,Torrijo del Campo,1586,,,
1930,44234,Tramacastiel,524,,,
1930,44235,Tramacastilla,391,,,
1930,44236,Tronchón,802,,,
1930,44237,Urrea de Gaén,1361,,,
1930,44238,Utrillas,1652,,,
1930,44239,Valacloche,205,,,
1930,44240,Valbona,806,,,
1930,44241,Valdealgorfa,1917,,,
1930,44243,Valdecuenca,445,,,
1930,44244,Valdelinares,645,,,
1930,44245,Valdeltormo,774,,,
1930,44246,Valderrobres,3148,,,
1930,44247,Valjunquera,1213,,,
1930,44249,Vallecillo El,409,,,
1930,44250,Veguillas de la Sierra,217,,,
1930,44251,Villafranca del Campo,1085,,,
1930,44252,Villahermosa del Campo,287,,,
1930,44256,Villanueva del Rebollar de la Sierra,330,,,
1930,44257,Villar del Cobo,517,,,
1930,44258,Villar del Salz,587,,,
1930,44260,Villarluengo,1487,,,
1930,44261,Villarquemado,1661,,,
1930,44262,Villarroya de los Pinares,772,,,
1930,44263,Villastar,846,,,
1930,44264,Villel,1227,,,
1930,44265,Vinaceite,729,,,
1930,44266,Visiedo,629,,,
1930,44267,Vivel del Río Martín,913,,,
1930,44268,La Zoma,143,,,
1940,44001,Ababuj,409,,,
1940,44002,Abejuela,561,,,
1940,44003,Aguatón,139,,,
1940,44004,Aguaviva,1723,,,
1940,44005,Aguilar del Alfambra,442,,,
1940,44006,Alacón,1071,,,
1940,44007,Alba,761,,,
1940,44008,Albalate del Arzobispo,4367,,,
1940,44009,Albarracín,1404,,,
1940,44010,Albentosa,1057,,,
1940,44011,Alcaine,909,,,
1940,44012,Alcalá de la Selva,1528,,,
1940,44013,Alcañiz,8691,,,
1940,44014,Alcorisa,3429,,,
1940,44016,Alfambra,1304,,,
1940,44017,Aliaga,1513,,,
1940,44018,Almohaja,214,,,
1940,44019,Alobras,441,,,
1940,44020,Alpeñés,161,,,
1940,44021,Allepuz,767,,,
1940,44022,Alloza,1773,,,
1940,44023,Allueva,224,,,
1940,44024,Anadón,209,,,
1940,44025,Andorra,3195,,,
1940,44026,Arcos de las Salinas,860,,,
1940,44027,Arens de Lledó,589,,,
1940,44028,Argente,643,,,
1940,44029,Ariño,1288,,,
1940,44031,Azaila,599,,,
1940,44032,Bádenas,245,,,
1940,44033,Báguena,1526,,,
1940,44034,Bañón,742,,,
1940,44035,Barrachina,635,,,
1940,44036,Bea,179,,,
1940,44037,Beceite,1278,,,
1940,44038,Belmonte de San José,524,,,
1940,44039,Bello,1396,,,
1940,44040,Berge,645,,,
1940,44041,Bezas,345,,,
1940,44042,Blancas,1011,,,
1940,44043,Blesa,1081,,,
1940,44044,Bordón,524,,,
1940,44045,Bronchales,1009,,,
1940,44046,Bueña,417,,,
1940,44047,Burbáguena,1331,,,
1940,44048,Cabra de Mora,367,,,
1940,44049,Calaceite,2134,,,
1940,44050,Calamocha,8128,,,
1940,44051,Calanda,3975,,,
1940,44052,Calomarde,352,,,
1940,44053,Camañas,410,,,
1940,44054,Camarena de la Sierra,584,,,
1940,44055,Camarillas,675,,,
1940,44056,Caminreal,1835,,,
1940,44059,Cantavieja,1674,,,
1940,44060,Cañada de Benatanduz,452,,,
1940,44061,Cañada de Verich La,242,,,
1940,44062,Cañada Vellida,191,,,
1940,44063,Cañizar del Olivar,483,,,
1940,44064,Cascante del Río,553,,,
1940,44065,Castejón de Tornos,510,,,
1940,44066,Castel de Cabra,518,,,
1940,44067,Castelnou,442,,,
1940,44068,Castelserás,1857,,,
1940,44070,Castellar El,501,,,
1940,44071,Castellote,3700,,,
1940,44074,Cedrillas,1012,,,
1940,44075,Celadas,777,,,
1940,44076,Cella,3834,,,
1940,44077,Cerollera La,355,,,
1940,44080,Codoñera La,878,,,
1940,44082,Corbalán,457,,,
1940,44084,Cortes de Aragón,465,,,
1940,44085,Cosa,483,,,
1940,44086,Cretas,1512,,,
1940,44087,Crivillén,795,,,
1940,44088,Cuba La,336,,,
1940,44089,Cubla,359,,,
1940,44090,Cucalón,545,,,
1940,44092,Cuervo El,474,,,
1940,44093,Cuevas de Almudén,241,,,
1940,44094,Cuevas Labradas,391,,,
1940,44096,Ejulve,967,,,
1940,44097,Escorihuela,576,,,
1940,44099,Escucha,818,,,
1940,44100,Estercuel,1109,,,
1940,44101,Ferreruela de Huerva,371,,,
1940,44102,Fonfría,191,,,
1940,44103,Formiche Alto,769,,,
1940,44105,Fórnoles,677,,,
1940,44106,Fortanete,1095,,,
1940,44107,Foz-Calanda,722,,,
1940,44108,Fresneda La,1591,,,
1940,44109,Frías de Albarracín,536,,,
1940,44110,Fuenferrada,323,,,
1940,44111,Fuentes Calientes,279,,,
1940,44112,Fuentes Claras,1540,,,
1940,44113,Fuentes de Rubielos,677,,,
1940,44114,Fuentespalda,762,,,
1940,44115,Galve,405,,,
1940,44116,Gargallo,494,,,
1940,44117,Gea de Albarracín,1086,,,
1940,44118,Ginebrosa La,957,,,
1940,44119,Griegos,294,,,
1940,44120,Guadalaviar,474,,,
1940,44121,Gúdar,437,,,
1940,44122,Híjar,3688,,,
1940,44123,Hinojosa de Jarque,512,,,
1940,44124,Hoz de la Vieja La,967,,,
1940,44125,Huesa del Común,915,,,
1940,44126,Iglesuela del Cid La,1229,,,
1940,44127,Jabaloyas,590,,,
1940,44128,Jarque de la Val,294,,,
1940,44129,Jatiel,260,,,
1940,44130,Jorcas,369,,,
1940,44131,Josa,384,,,
1940,44132,Lagueruela,405,,,
1940,44133,Lanzuela,247,,,
1940,44135,Libros,1278,,,
1940,44136,Lidón,348,,,
1940,44137,Linares de Mora,1222,,,
1940,44138,Loscos,1482,,,
1940,44141,Lledó,490,,,
1940,44142,Maicas,351,,,
1940,44143,Manzanera,2083,,,
1940,44144,Martín del Río,771,,,
1940,44145,Mas de las Matas,2107,,,
1940,44146,Mata de los Olmos La,499,,,
1940,44147,Mazaleón,1347,,,
1940,44148,Mezquita de Jarque,326,,,
1940,44149,Mirambel,732,,,
1940,44150,Miravete de la Sierra,293,,,
1940,44151,Molinos,1113,,,
1940,44152,Monforte de Moyuela,596,,,
1940,44153,Monreal del Campo,3578,,,
1940,44154,Monroyo,1002,,,
1940,44155,Montalbán,2368,,,
1940,44156,Monteagudo del Castillo,499,,,
1940,44157,Monterde de Albarracín,538,,,
1940,44158,Mora de Rubielos,2454,,,
1940,44159,Moscardón,402,,,
1940,44160,Mosqueruela,2214,,,
1940,44161,Muniesa,1947,,,
1940,44163,Noguera de Albarracín,435,,,
1940,44164,Nogueras,316,,,
1940,44165,Nogueruelas,754,,,
1940,44167,Obón,1107,,,
1940,44168,Odón,899,,,
1940,44169,Ojos Negros,1888,,,
1940,44171,Olba,1434,,,
1940,44172,Oliete,2044,,,
1940,44173,Olmos Los,539,,,
1940,44174,Orihuela del Tremedal,1093,,,
1940,44175,Orrios,455,,,
1940,44176,Palomar de Arroyos,684,,,
1940,44177,Pancrudo,766,,,
1940,44178,Parras de Castellote Las,778,,,
1940,44179,Peñarroya de Tastavins,1392,,,
1940,44180,Peracense,430,,,
1940,44181,Peralejos,282,,,
1940,44182,Perales del Alfambra,789,,,
1940,44183,Pitarque,746,,,
1940,44184,Plou,312,,,
1940,44185,Pobo El,503,,,
1940,44187,Portellada La,693,,,
1940,44189,Pozondón,576,,,
1940,44190,Pozuel del Campo,614,,,
1940,44191,La Puebla de Híjar,2542,,,
1940,44192,La Puebla de Valverde,1800,,,
1940,44193,Puertomingalvo,1181,,,
1940,44194,Ráfales,715,,,
1940,44195,Rillo,486,,,
1940,44196,Riodeva,842,,,
1940,44197,Ródenas,428,,,
1940,44198,Royuela,532,,,
1940,44199,Rubiales,186,,,
1940,44200,Rubielos de la Cérida,428,,,
1940,44201,Rubielos de Mora,1505,,,
1940,44203,Salcedillo,108,,,
1940,44204,Saldón,490,,,
1940,44205,Samper de Calanda,2524,,,
1940,44206,San Agustín,1267,,,
1940,44207,San Martín del Río,1053,,,
1940,44208,Santa Cruz de Nogueras,208,,,
1940,44209,Santa Eulalia,2887,,,
1940,44210,Sarrión,1958,,,
1940,44211,Segura de los Baños,553,,,
1940,44212,Seno,297,,,
1940,44213,Singra,456,,,
1940,44215,Terriente,896,,,
1940,44216,Teruel,16436,,,
1940,44217,Toril y Masegoso,251,,,
1940,44218,Tormón,265,,,
1940,44219,Tornos,916,,,
1940,44220,Torralba de los Sisones,666,,,
1940,44221,Torrecilla de Alcañiz,1047,,,
1940,44222,Torrecilla del Rebollar,858,,,
1940,44223,Torre de Arcas,432,,,
1940,44224,Torre de las Arcas,394,,,
1940,44225,Torre del Compte,678,,,
1940,44226,Torrelacárcel,844,,,
1940,44227,Torre los Negros,433,,,
1940,44228,Torremocha de Jiloca,507,,,
1940,44229,Torres de Albarracín,523,,,
1940,44230,Torrevelilla,524,,,
1940,44231,Torrijas,447,,,
1940,44232,Torrijo del Campo,1550,,,
1940,44234,Tramacastiel,549,,,
1940,44235,Tramacastilla,403,,,
1940,44236,Tronchón,757,,,
1940,44237,Urrea de Gaén,1285,,,
1940,44238,Utrillas,1512,,,
1940,44239,Valacloche,170,,,
1940,44240,Valbona,727,,,
1940,44241,Valdealgorfa,1662,,,
1940,44243,Valdecuenca,350,,,
1940,44244,Valdelinares,550,,,
1940,44245,Valdeltormo,754,,,
1940,44246,Valderrobres,2929,,,
1940,44247,Valjunquera,1145,,,
1940,44249,Vallecillo El,441,,,
1940,44250,Veguillas de la Sierra,210,,,
1940,44251,Villafranca del Campo,1032,,,
1940,44252,Villahermosa del Campo,276,,,
1940,44256,Villanueva del Rebollar de la Sierra,269,,,
1940,44257,Villar del Cobo,480,,,
1940,44258,Villar del Salz,449,,,
1940,44260,Villarluengo,1293,,,
1940,44261,Villarquemado,1591,,,
1940,44262,Villarroya de los Pinares,641,,,
1940,44263,Villastar,757,,,
1940,44264,Villel,1155,,,
1940,44265,Vinaceite,655,,,
1940,44266,Visiedo,555,,,
1940,44267,Vivel del Río Martín,874,,,
1940,44268,La Zoma,141,,,
1950,44001,Ababuj,400,,,
1950,44002,Abejuela,503,,,
1950,44003,Aguatón,153,,,
1950,44004,Aguaviva,1547,,,
1950,44005,Aguilar del Alfambra,392,,,
1950,44006,Alacón,1060,,,
1950,44007,Alba,701,,,
1950,44008,Albalate del Arzobispo,4341,,,
1950,44009,Albarracín,1501,,,
1950,44010,Albentosa,1075,,,
1950,44011,Alcaine,750,,,
1950,44012,Alcalá de la Selva,1333,,,
1950,44013,Alcañiz,9812,,,
1950,44014,Alcorisa,3208,,,
1950,44016,Alfambra,1579,,,
1950,44017,Aliaga,2019,,,
1950,44018,Almohaja,205,,,
1950,44019,Alobras,371,,,
1950,44020,Alpeñés,160,,,
1950,44021,Allepuz,743,,,
1950,44022,Alloza,1730,,,
1950,44023,Allueva,159,,,
1950,44024,Anadón,224,,,
1950,44025,Andorra,4472,,,
1950,44026,Arcos de las Salinas,814,,,
1950,44027,Arens de Lledó,595,,,
1950,44028,Argente,661,,,
1950,44029,Ariño,1571,,,
1950,44031,Azaila,579,,,
1950,44032,Bádenas,258,,,
1950,44033,Báguena,1523,,,
1950,44034,Bañón,728,,,
1950,44035,Barrachina,648,,,
1950,44036,Bea,196,,,
1950,44037,Beceite,1239,,,
1950,44038,Belmonte de San José,507,,,
1950,44039,Bello,1475,,,
1950,44040,Berge,549,,,
1950,44041,Bezas,339,,,
1950,44042,Blancas,932,,,
1950,44043,Blesa,973,,,
1950,44044,Bordón,471,,,
1950,44045,Bronchales,757,,,
1950,44046,Bueña,403,,,
1950,44047,Burbáguena,1396,,,
1950,44048,Cabra de Mora,330,,,
1950,44049,Calaceite,2122,,,
1950,44050,Calamocha,7881,,,
1950,44051,Calanda,3544,,,
1950,44052,Calomarde,381,,,
1950,44053,Camañas,431,,,
1950,44054,Camarena de la Sierra,572,,,
1950,44055,Camarillas,684,,,
1950,44056,Caminreal,1840,,,
1950,44059,Cantavieja,1587,,,
1950,44060,Cañada de Benatanduz,405,,,
1950,44061,Cañada de Verich La,261,,,
1950,44062,Cañada Vellida,206,,,
1950,44063,Cañizar del Olivar,509,,,
1950,44064,Cascante del Río,496,,,
1950,44065,Castejón de Tornos,493,,,
1950,44066,Castel de Cabra,533,,,
1950,44067,Castelnou,352,,,
1950,44068,Castelserás,1513,,,
1950,44070,Castellar El,396,,,
1950,44071,Castellote,3312,,,
1950,44074,Cedrillas,1031,,,
1950,44075,Celadas,875,,,
1950,44076,Cella,3909,,,
1950,44077,Cerollera La,301,,,
1950,44080,Codoñera La,801,,,
1950,44082,Corbalán,405,,,
1950,44084,Cortes de Aragón,401,,,
1950,44085,Cosa,470,,,
1950,44086,Cretas,1390,,,
1950,44087,Crivillén,778,,,
1950,44088,Cuba La,286,,,
1950,44089,Cubla,344,,,
1950,44090,Cucalón,536,,,
1950,44092,Cuervo El,401,,,
1950,44093,Cuevas de Almudén,244,,,
1950,44094,Cuevas Labradas,390,,,
1950,44096,Ejulve,923,,,
1950,44097,Escorihuela,577,,,
1950,44099,Escucha,1270,,,
1950,44100,Estercuel,1139,,,
1950,44101,Ferreruela de Huerva,363,,,
1950,44102,Fonfría,184,,,
1950,44103,Formiche Alto,711,,,
1950,44105,Fórnoles,501,,,
1950,44106,Fortanete,944,,,
1950,44107,Foz-Calanda,585,,,
1950,44108,Fresneda La,1171,,,
1950,44109,Frías de Albarracín,506,,,
1950,44110,Fuenferrada,318,,,
1950,44111,Fuentes Calientes,340,,,
1950,44112,Fuentes Claras,1421,,,
1950,44113,Fuentes de Rubielos,560,,,
1950,44114,Fuentespalda,677,,,
1950,44115,Galve,376,,,
1950,44116,Gargallo,480,,,
1950,44117,Gea de Albarracín,1022,,,
1950,44118,Ginebrosa La,867,,,
1950,44119,Griegos,396,,,
1950,44120,Guadalaviar,554,,,
1950,44121,Gúdar,308,,,
1950,44122,Híjar,3586,,,
1950,44123,Hinojosa de Jarque,549,,,
1950,44124,Hoz de la Vieja La,816,,,
1950,44125,Huesa del Común,824,,,
1950,44126,Iglesuela del Cid La,1119,,,
1950,44127,Jabaloyas,549,,,
1950,44128,Jarque de la Val,263,,,
1950,44129,Jatiel,218,,,
1950,44130,Jorcas,388,,,
1950,44131,Josa,340,,,
1950,44132,Lagueruela,373,,,
1950,44133,Lanzuela,223,,,
1950,44135,Libros,1008,,,
1950,44136,Lidón,335,,,
1950,44137,Linares de Mora,1079,,,
1950,44138,Loscos,1217,,,
1950,44141,Lledó,437,,,
1950,44142,Maicas,277,,,
1950,44143,Manzanera,1722,,,
1950,44144,Martín del Río,1023,,,
1950,44145,Mas de las Matas,1985,,,
1950,44146,Mata de los Olmos La,494,,,
1950,44147,Mazaleón,1258,,,
1950,44148,Mezquita de Jarque,345,,,
1950,44149,Mirambel,588,,,
1950,44150,Miravete de la Sierra,250,,,
1950,44151,Molinos,947,,,
1950,44152,Monforte de Moyuela,481,,,
1950,44153,Monreal del Campo,3554,,,
1950,44154,Monroyo,913,,,
1950,44155,Montalbán,2672,,,
1950,44156,Monteagudo del Castillo,423,,,
1950,44157,Monterde de Albarracín,501,,,
1950,44158,Mora de Rubielos,2276,,,
1950,44159,Moscardón,375,,,
1950,44160,Mosqueruela,1939,,,
1950,44161,Muniesa,1969,,,
1950,44163,Noguera de Albarracín,399,,,
1950,44164,Nogueras,309,,,
1950,44165,Nogueruelas,679,,,
1950,44167,Obón,1012,,,
1950,44168,Odón,881,,,
1950,44169,Ojos Negros,1853,,,
1950,44171,Olba,1261,,,
1950,44172,Oliete,1943,,,
1950,44173,Olmos Los,493,,,
1950,44174,Orihuela del Tremedal,1079,,,
1950,44175,Orrios,496,,,
1950,44176,Palomar de Arroyos,791,,,
1950,44177,Pancrudo,1024,,,
1950,44178,Parras de Castellote Las,752,,,
1950,44179,Peñarroya de Tastavins,1286,,,
