cp,municipio,year,population
44101,Ferreruela de Huerva,2020,64
44101,Ferreruela de Huerva,2019,56
44101,Ferreruela de Huerva,2018,63
44101,Ferreruela de Huerva,2017,65
44101,Ferreruela de Huerva,2016,67
44101,Ferreruela de Huerva,2015,69
44101,Ferreruela de Huerva,2014,64
44101,Ferreruela de Huerva,2013,67
44101,Ferreruela de Huerva,2012,70
44101,Ferreruela de Huerva,2011,68
44101,Ferreruela de Huerva,2010,74
44102,Fonfría,2020,26
44102,Fonfría,2019,27
44102,Fonfría,2018,28
44102,Fonfría,2017,30
44102,Fonfría,2016,31
44102,Fonfría,2015,31
44102,Fonfría,2014,30
44102,Fonfría,2013,30
44102,Fonfría,2012,30
44102,Fonfría,2011,30
44102,Fonfría,2010,30
44103,Formiche Alto,2020,148
44103,Formiche Alto,2019,141
44103,Formiche Alto,2018,151
44103,Formiche Alto,2017,155
44103,Formiche Alto,2016,164
44103,Formiche Alto,2015,180
44103,Formiche Alto,2014,168
44103,Formiche Alto,2013,170
44103,Formiche Alto,2012,175
44103,Formiche Alto,2011,181
44103,Formiche Alto,2010,190
44105,Fórnoles,2020,74
44105,Fórnoles,2019,80
44105,Fórnoles,2018,75
44105,Fórnoles,2017,78
44105,Fórnoles,2016,86
44105,Fórnoles,2015,86
44105,Fórnoles,2014,78
44105,Fórnoles,2013,93
44105,Fórnoles,2012,105
44105,Fórnoles,2011,102
44105,Fórnoles,2010,103
44106,Fortanete,2020,202
44106,Fortanete,2019,205
44106,Fortanete,2018,205
44106,Fortanete,2017,203
44106,Fortanete,2016,204
44106,Fortanete,2015,203
44106,Fortanete,2014,201
44106,Fortanete,2013,208
44106,Fortanete,2012,222
44106,Fortanete,2011,223
44106,Fortanete,2010,224
44107,Foz-Calanda,2020,258
44107,Foz-Calanda,2019,245
44107,Foz-Calanda,2018,238
44107,Foz-Calanda,2017,260
44107,Foz-Calanda,2016,264
44107,Foz-Calanda,2015,269
44107,Foz-Calanda,2014,269
44107,Foz-Calanda,2013,269
44107,Foz-Calanda,2012,279
44107,Foz-Calanda,2011,293
44107,Foz-Calanda,2010,296
44108,Fresneda,La,2020,443
44108,Fresneda,La,2019,438
44108,Fresneda,La,2018,443
44108,Fresneda,La,2017,436
44108,Fresneda,La,2016,470
44108,Fresneda,La,2015,474
44108,Fresneda,La,2014,468
44108,Fresneda,La,2013,495
44108,Fresneda,La,2012,486
44108,Fresneda,La,2011,499
44108,Fresneda,La,2010,511
44109,Frías de Albarracín,2020,104
44109,Frías de Albarracín,2019,115
44109,Frías de Albarracín,2018,116
44109,Frías de Albarracín,2017,125
44109,Frías de Albarracín,2016,130
44109,Frías de Albarracín,2015,131
44109,Frías de Albarracín,2014,144
44109,Frías de Albarracín,2013,143
44109,Frías de Albarracín,2012,151
44109,Frías de Albarracín,2011,152
44109,Frías de Albarracín,2010,156
44110,Fuenferrada,2020,36
44110,Fuenferrada,2019,37
44110,Fuenferrada,2018,42
44110,Fuenferrada,2017,51
44110,Fuenferrada,2016,56
44110,Fuenferrada,2015,57
44110,Fuenferrada,2014,62
44110,Fuenferrada,2013,61
44110,Fuenferrada,2012,62
44110,Fuenferrada,2011,62
44110,Fuenferrada,2010,37
44111,Fuentes Calientes,2020,91
44111,Fuentes Calientes,2019,92
44111,Fuentes Calientes,2018,101
44111,Fuentes Calientes,2017,111
44111,Fuentes Calientes,2016,105
44111,Fuentes Calientes,2015,93
44111,Fuentes Calientes,2014,111
44111,Fuentes Calientes,2013,113
44111,Fuentes Calientes,2012,116
44111,Fuentes Calientes,2011,119
44111,Fuentes Calientes,2010,119
44112,Fuentes Claras,2020,445
44112,Fuentes Claras,2019,461
44112,Fuentes Claras,2018,461
44112,Fuentes Claras,2017,482
44112,Fuentes Claras,2016,494
44112,Fuentes Claras,2015,528
44112,Fuentes Claras,2014,531
44112,Fuentes Claras,2013,553
44112,Fuentes Claras,2012,576
44112,Fuentes Claras,2011,582
44112,Fuentes Claras,2010,590
44113,Fuentes de Rubielos,2020,124
44113,Fuentes de Rubielos,2019,118
44113,Fuentes de Rubielos,2018,114
44113,Fuentes de Rubielos,2017,112
44113,Fuentes de Rubielos,2016,114
44113,Fuentes de Rubielos,2015,121
44113,Fuentes de Rubielos,2014,121
44113,Fuentes de Rubielos,2013,128
44113,Fuentes de Rubielos,2012,125
44113,Fuentes de Rubielos,2011,134
44113,Fuentes de Rubielos,2010,127
44114,Fuentespalda,2020,282
44114,Fuentespalda,2019,284
44114,Fuentespalda,2018,286
44114,Fuentespalda,2017,298
44114,Fuentespalda,2016,291
44114,Fuentespalda,2015,285
44114,Fuentespalda,2014,299
44114,Fuentespalda,2013,308
44114,Fuentespalda,2012,317
44114,Fuentespalda,2011,326
44114,Fuentespalda,2010,341
44115,Galve,2020,160
44115,Galve,2019,162
44115,Galve,2018,161
44115,Galve,2017,162
44115,Galve,2016,159
44115,Galve,2015,167
44115,Galve,2014,164
44115,Galve,2013,168
44115,Galve,2012,170
44115,Galve,2011,151
44115,Galve,2010,154
44116,Gargallo,2020,97
44116,Gargallo,2019,93
44116,Gargallo,2018,89
44116,Gargallo,2017,101
44116,Gargallo,2016,102
44116,Gargallo,2015,103
44116,Gargallo,2014,110
44116,Gargallo,2013,122
44116,Gargallo,2012,122
44116,Gargallo,2011,125
44116,Gargallo,2010,118
44117,Gea de Albarracín,2020,370
44117,Gea de Albarracín,2019,360
44117,Gea de Albarracín,2018,376
44117,Gea de Albarracín,2017,372
44117,Gea de Albarracín,2016,374
44117,Gea de Albarracín,2015,387
44117,Gea de Albarracín,2014,397
44117,Gea de Albarracín,2013,410
44117,Gea de Albarracín,2012,405
44117,Gea de Albarracín,2011,415
44117,Gea de Albarracín,2010,430
44118,Ginebrosa,La,2020,197
44118,Ginebrosa,La,2019,194
44118,Ginebrosa,La,2018,200
44118,Ginebrosa,La,2017,197
44118,Ginebrosa,La,2016,199
44118,Ginebrosa,La,2015,203
44118,Ginebrosa,La,2014,206
44118,Ginebrosa,La,2013,216
44118,Ginebrosa,La,2012,216
44118,Ginebrosa,La,2011,230
44118,Ginebrosa,La,2010,229
44119,Griegos,2020,138
44119,Griegos,2019,136
44119,Griegos,2018,143
44119,Griegos,2017,151
44119,Griegos,2016,160
44119,Griegos,2015,157
44119,Griegos,2014,142
44119,Griegos,2013,139
44119,Griegos,2012,143
44119,Griegos,2011,141
44119,Griegos,2010,134
44120,Guadalaviar,2020,244
44120,Guadalaviar,2019,241
44120,Guadalaviar,2018,242
44120,Guadalaviar,2017,241
44120,Guadalaviar,2016,245
44120,Guadalaviar,2015,247
44120,Guadalaviar,2014,248
44120,Guadalaviar,2013,245
44120,Guadalaviar,2012,236
44120,Guadalaviar,2011,247
44120,Guadalaviar,2010,243
44121,Gúdar,2020,77
44121,Gúdar,2019,76
44121,Gúdar,2018,72
44121,Gúdar,2017,81
44121,Gúdar,2016,73
44121,Gúdar,2015,77
44121,Gúdar,2014,76
44121,Gúdar,2013,84
44121,Gúdar,2012,77
44121,Gúdar,2011,82
44121,Gúdar,2010,84
44122,Híjar,2020,1754
44122,Híjar,2019,1721
44122,Híjar,2018,1709
44122,Híjar,2017,1697
44122,Híjar,2016,1724
44122,Híjar,2015,1761
44122,Híjar,2014,1763
44122,Híjar,2013,1774
44122,Híjar,2012,1806
44122,Híjar,2011,1872
44122,Híjar,2010,1899
44123,Hinojosa de Jarque,2020,112
44123,Hinojosa de Jarque,2019,111
44123,Hinojosa de Jarque,2018,119
44123,Hinojosa de Jarque,2017,132
44123,Hinojosa de Jarque,2016,131
44123,Hinojosa de Jarque,2015,136
44123,Hinojosa de Jarque,2014,136
44123,Hinojosa de Jarque,2013,146
44123,Hinojosa de Jarque,2012,151
44123,Hinojosa de Jarque,2011,150
44123,Hinojosa de Jarque,2010,151
44124,Hoz de la Vieja,La,2020,81
44124,Hoz de la Vieja,La,2019,83
44124,Hoz de la Vieja,La,2018,85
44124,Hoz de la Vieja,La,2017,86
44124,Hoz de la Vieja,La,2016,79
44124,Hoz de la Vieja,La,2015,82
44124,Hoz de la Vieja,La,2014,81
44124,Hoz de la Vieja,La,2013,83
44124,Hoz de la Vieja,La,2012,79
44124,Hoz de la Vieja,La,2011,89
44124,Hoz de la Vieja,La,2010,88
44125,Huesa del Común,2020,69
44125,Huesa del Común,2019,73
44125,Huesa del Común,2018,67
44125,Huesa del Común,2017,67
44125,Huesa del Común,2016,69
44125,Huesa del Común,2015,73
44125,Huesa del Común,2014,73
44125,Huesa del Común,2013,82
44125,Huesa del Común,2012,86
44125,Huesa del Común,2011,92
44125,Huesa del Común,2010,90
44126,Iglesuela del Cid,La,2020,402
44126,Iglesuela del Cid,La,2019,410
44126,Iglesuela del Cid,La,2018,414
44126,Iglesuela del Cid,La,2017,414
44126,Iglesuela del Cid,La,2016,424
44126,Iglesuela del Cid,La,2015,432
44126,Iglesuela del Cid,La,2014,462
44126,Iglesuela del Cid,La,2013,469
44126,Iglesuela del Cid,La,2012,496
44126,Iglesuela del Cid,La,2011,501
44126,Iglesuela del Cid,La,2010,505
44127,Jabaloyas,2020,59
44127,Jabaloyas,2019,63
44127,Jabaloyas,2018,65
44127,Jabaloyas,2017,68
44127,Jabaloyas,2016,77
44127,Jabaloyas,2015,77
44127,Jabaloyas,2014,73
44127,Jabaloyas,2013,78
44127,Jabaloyas,2012,83
44127,Jabaloyas,2011,90
44127,Jabaloyas,2010,81
44128,Jarque de la Val,2020,62
44128,Jarque de la Val,2019,66
44128,Jarque de la Val,2018,70
44128,Jarque de la Val,2017,72
44128,Jarque de la Val,2016,74
44128,Jarque de la Val,2015,78
44128,Jarque de la Val,2014,82
44128,Jarque de la Val,2013,87
44128,Jarque de la Val,2012,91
44128,Jarque de la Val,2011,89
44128,Jarque de la Val,2010,90
44129,Jatiel,2020,39
44129,Jatiel,2019,37
44129,Jatiel,2018,40
44129,Jatiel,2017,41
44129,Jatiel,2016,42
44129,Jatiel,2015,48
44129,Jatiel,2014,48
44129,Jatiel,2013,50
44129,Jatiel,2012,49
44129,Jatiel,2011,52
44129,Jatiel,2010,52
44130,Jorcas,2020,29
44130,Jorcas,2019,30
44130,Jorcas,2018,34
44130,Jorcas,2017,32
44130,Jorcas,2016,38
44130,Jorcas,2015,41
44130,Jorcas,2014,37
44130,Jorcas,2013,38
44130,Jorcas,2012,41
44130,Jorcas,2011,44
44130,Jorcas,2010,43
44131,Josa,2020,34
44131,Josa,2019,34
44131,Josa,2018,34
44131,Josa,2017,32
44131,Josa,2016,34
44131,Josa,2015,36
44131,Josa,2014,36
44131,Josa,2013,36
44131,Josa,2012,38
44131,Josa,2011,38
44131,Josa,2010,34
44132,Lagueruela,2020,69
44132,Lagueruela,2019,73
44132,Lagueruela,2018,78
44132,Lagueruela,2017,84
44132,Lagueruela,2016,79
44132,Lagueruela,2015,81
44132,Lagueruela,2014,78
44132,Lagueruela,2013,72
44132,Lagueruela,2012,69
44132,Lagueruela,2011,68
44132,Lagueruela,2010,62
44133,Lanzuela,2020,22
44133,Lanzuela,2019,22
44133,Lanzuela,2018,24
44133,Lanzuela,2017,27
44133,Lanzuela,2016,27
44133,Lanzuela,2015,29
44133,Lanzuela,2014,30
44133,Lanzuela,2013,27
44133,Lanzuela,2012,28
44133,Lanzuela,2011,27
44133,Lanzuela,2010,25
44135,Libros,2020,100
44135,Libros,2019,102
44135,Libros,2018,101
44135,Libros,2017,103
44135,Libros,2016,113
44135,Libros,2015,124
44135,Libros,2014,129
44135,Libros,2013,137
44135,Libros,2012,141
44135,Libros,2011,156
44135,Libros,2010,153
44136,Lidón,2020,54
44136,Lidón,2019,57
44136,Lidón,2018,55
44136,Lidón,2017,53
44136,Lidón,2016,55
44136,Lidón,2015,52
44136,Lidón,2014,54
44136,Lidón,2013,54
44136,Lidón,2012,55
44136,Lidón,2011,56
44136,Lidón,2010,57
44137,Linares de Mora,2020,225
44137,Linares de Mora,2019,234
44137,Linares de Mora,2018,249
44137,Linares de Mora,2017,260
44137,Linares de Mora,2016,267
44137,Linares de Mora,2015,287
44137,Linares de Mora,2014,274
44137,Linares de Mora,2013,276
44137,Linares de Mora,2012,296
44137,Linares de Mora,2011,300
44137,Linares de Mora,2010,313
44141,Lledó,2020,155
44141,Lledó,2019,159
44141,Lledó,2018,172
44141,Lledó,2017,166
44141,Lledó,2016,163
44141,Lledó,2015,169
44141,Lledó,2014,169
44141,Lledó,2013,172
44141,Lledó,2012,169
44141,Lledó,2011,168
44141,Lledó,2010,170
44138,Loscos,2020,125
44138,Loscos,2019,122
44138,Loscos,2018,129
44138,Loscos,2017,139
44138,Loscos,2016,138
44138,Loscos,2015,151
44138,Loscos,2014,154
44138,Loscos,2013,156
44138,Loscos,2012,175
44138,Loscos,2011,179
44138,Loscos,2010,177
44142,Maicas,2020,31
44142,Maicas,2019,28
44142,Maicas,2018,27
44142,Maicas,2017,31
44142,Maicas,2016,35
44142,Maicas,2015,36
44142,Maicas,2014,35
44142,Maicas,2013,36
44142,Maicas,2012,38
44142,Maicas,2011,39
44142,Maicas,2010,42
44143,Manzanera,2020,516
44143,Manzanera,2019,531
44143,Manzanera,2018,519
44143,Manzanera,2017,512
44143,Manzanera,2016,502
44143,Manzanera,2015,510
44143,Manzanera,2014,526
44143,Manzanera,2013,539
44143,Manzanera,2012,554
44143,Manzanera,2011,562
44143,Manzanera,2010,551
44144,Martín del Río,2020,387
44144,Martín del Río,2019,401
44144,Martín del Río,2018,417
44144,Martín del Río,2017,432
44144,Martín del Río,2016,429
44144,Martín del Río,2015,441
44144,Martín del Río,2014,437
44144,Martín del Río,2013,437
44144,Martín del Río,2012,429
44144,Martín del Río,2011,432
44144,Martín del Río,2010,469
44145,Mas de las Matas,2020,1258
44145,Mas de las Matas,2019,1262
44145,Mas de las Matas,2018,1272
44145,Mas de las Matas,2017,1270
44145,Mas de las Matas,2016,1302
44145,Mas de las Matas,2015,1318
44145,Mas de las Matas,2014,1324
44145,Mas de las Matas,2013,1349
44145,Mas de las Matas,2012,1360
44145,Mas de las Matas,2011,1387
44145,Mas de las Matas,2010,1415
44146,Mata de los Olmos,La,2020,261
44146,Mata de los Olmos,La,2019,257
44146,Mata de los Olmos,La,2018,265
44146,Mata de los Olmos,La,2017,272
44146,Mata de los Olmos,La,2016,263
44146,Mata de los Olmos,La,2015,261
44146,Mata de los Olmos,La,2014,268
44146,Mata de los Olmos,La,2013,280
44146,Mata de los Olmos,La,2012,281
44146,Mata de los Olmos,La,2011,283
44146,Mata de los Olmos,La,2010,289
44147,Mazaleón,2020,511
44147,Mazaleón,2019,522
44147,Mazaleón,2018,539
44147,Mazaleón,2017,543
44147,Mazaleón,2016,540
44147,Mazaleón,2015,534
44147,Mazaleón,2014,540
44147,Mazaleón,2013,558
44147,Mazaleón,2012,567
44147,Mazaleón,2011,564
44147,Mazaleón,2010,586
44148,Mezquita de Jarque,2020,89
44148,Mezquita de Jarque,2019,96
44148,Mezquita de Jarque,2018,98
44148,Mezquita de Jarque,2017,102
44148,Mezquita de Jarque,2016,109
44148,Mezquita de Jarque,2015,115
44148,Mezquita de Jarque,2014,117
44148,Mezquita de Jarque,2013,121
44148,Mezquita de Jarque,2012,118
44148,Mezquita de Jarque,2011,117
44148,Mezquita de Jarque,2010,120
44149,Mirambel,2020,116
44149,Mirambel,2019,116
44149,Mirambel,2018,116
44149,Mirambel,2017,119
44149,Mirambel,2016,122
44149,Mirambel,2015,119
44149,Mirambel,2014,117
44149,Mirambel,2013,113
44149,Mirambel,2012,129
44149,Mirambel,2011,133
44149,Mirambel,2010,125
44150,Miravete de la Sierra,2020,38
44150,Miravete de la Sierra,2019,31
44150,Miravete de la Sierra,2018,35
44150,Miravete de la Sierra,2017,31
44150,Miravete de la Sierra,2016,28
44150,Miravete de la Sierra,2015,29
44150,Miravete de la Sierra,2014,34
44150,Miravete de la Sierra,2013,29
44150,Miravete de la Sierra,2012,33
44150,Miravete de la Sierra,2011,33
44150,Miravete de la Sierra,2010,38
44151,Molinos,2020,222
44151,Molinos,2019,239
44151,Molinos,2018,243
44151,Molinos,2017,245
44151,Molinos,2016,251
44151,Molinos,2015,258
44151,Molinos,2014,264
44151,Molinos,2013,276
44151,Molinos,2012,286
44151,Molinos,2011,283
44151,Molinos,2010,303
44152,Monforte de Moyuela,2020,71
44152,Monforte de Moyuela,2019,67
44152,Monforte de Moyuela,2018,65
44152,Monforte de Moyuela,2017,64
44152,Monforte de Moyuela,2016,66
44152,Monforte de Moyuela,2015,66
44152,Monforte de Moyuela,2014,63
44152,Monforte de Moyuela,2013,66
44152,Monforte de Moyuela,2012,63
44152,Monforte de Moyuela,2011,64
44152,Monforte de Moyuela,2010,69
44153,Monreal del Campo,2020,2487
44153,Monreal del Campo,2019,2434
44153,Monreal del Campo,2018,2433
44153,Monreal del Campo,2017,2478
44153,Monreal del Campo,2016,2526
44153,Monreal del Campo,2015,2611
44153,Monreal del Campo,2014,2636
44153,Monreal del Campo,2013,2680
44153,Monreal del Campo,2012,2709
44153,Monreal del Campo,2011,2768
44153,Monreal del Campo,2010,2765
44154,Monroyo,2020,332
44154,Monroyo,2019,340
44154,Monroyo,2018,340
44154,Monroyo,2017,335
44154,Monroyo,2016,338
44154,Monroyo,2015,360
44154,Monroyo,2014,364
44154,Monroyo,2013,367
44154,Monroyo,2012,390
44154,Monroyo,2011,394
44154,Monroyo,2010,379
44155,Montalbán,2020,1245
44155,Montalbán,2019,1233
44155,Montalbán,2018,1243
44155,Montalbán,2017,1256
44155,Montalbán,2016,1281
44155,Montalbán,2015,1327
44155,Montalbán,2014,1335
44155,Montalbán,2013,1341
44155,Montalbán,2012,1350
44155,Montalbán,2011,1392
44155,Montalbán,2010,1408
44156,Monteagudo del Castillo,2020,49
44156,Monteagudo del Castillo,2019,54
44156,Monteagudo del Castillo,2018,50
44156,Monteagudo del Castillo,2017,51
44156,Monteagudo del Castillo,2016,52
44156,Monteagudo del Castillo,2015,52
44156,Monteagudo del Castillo,2014,55
44156,Monteagudo del Castillo,2013,59
44156,Monteagudo del Castillo,2012,67
44156,Monteagudo del Castillo,2011,66
44156,Monteagudo del Castillo,2010,71
44157,Monterde de Albarracín,2020,56
44157,Monterde de Albarracín,2019,64
44157,Monterde de Albarracín,2018,63
44157,Monterde de Albarracín,2017,62
44157,Monterde de Albarracín,2016,66
44157,Monterde de Albarracín,2015,69
44157,Monterde de Albarracín,2014,73
44157,Monterde de Albarracín,2013,62
44157,Monterde de Albarracín,2012,66
44157,Monterde de Albarracín,2011,64
44157,Monterde de Albarracín,2010,69
44158,Mora de Rubielos,2020,1512
44158,Mora de Rubielos,2019,1548
44158,Mora de Rubielos,2018,1541
44158,Mora de Rubielos,2017,1565
44158,Mora de Rubielos,2016,1574
44158,Mora de Rubielos,2015,1585
44158,Mora de Rubielos,2014,1612
44158,Mora de Rubielos,2013,1632
44158,Mora de Rubielos,2012,1649
44158,Mora de Rubielos,2011,1666
44158,Mora de Rubielos,2010,1706
44159,Moscardón,2020,55
44159,Moscardón,2019,54
44159,Moscardón,2018,55
44159,Moscardón,2017,57
44159,Moscardón,2016,56
44159,Moscardón,2015,58
44159,Moscardón,2014,60
44159,Moscardón,2013,62
44159,Moscardón,2012,64
44159,Moscardón,2011,67
44159,Moscardón,2010,71
44160,Mosqueruela,2020,532
44160,Mosqueruela,2019,537
44160,Mosqueruela,2018,551
44160,Mosqueruela,2017,558
44160,Mosqueruela,2016,581
44160,Mosqueruela,2015,593
44160,Mosqueruela,2014,601
44160,Mosqueruela,2013,607
44160,Mosqueruela,2012,621
44160,Mosqueruela,2011,625
44160,Mosqueruela,2010,608
44161,Muniesa,2020,583
44161,Muniesa,2019,583
44161,Muniesa,2018,599
44161,Muniesa,2017,630
44161,Muniesa,2016,629
44161,Muniesa,2015,635
44161,Muniesa,2014,638
44161,Muniesa,2013,640
44161,Muniesa,2012,653
44161,Muniesa,2011,665
44161,Muniesa,2010,669
44163,Noguera de Albarracín,2020,139
44163,Noguera de Albarracín,2019,140
44163,Noguera de Albarracín,2018,133
44163,Noguera de Albarracín,2017,134
44163,Noguera de Albarracín,2016,146
44163,Noguera de Albarracín,2015,151
44163,Noguera de Albarracín,2014,137
44163,Noguera de Albarracín,2013,146
44163,Noguera de Albarracín,2012,152
44163,Noguera de Albarracín,2011,148
44163,Noguera de Albarracín,2010,134
44164,Nogueras,2020,21
44164,Nogueras,2019,22
44164,Nogueras,2018,25
44164,Nogueras,2017,28
44164,Nogueras,2016,29
44164,Nogueras,2015,29
44164,Nogueras,2014,30
44164,Nogueras,2013,30
44164,Nogueras,2012,31
44164,Nogueras,2011,36
44164,Nogueras,2010,35
44165,Nogueruelas,2020,210
44165,Nogueruelas,2019,217
44165,Nogueruelas,2018,217
44165,Nogueruelas,2017,211
44165,Nogueruelas,2016,214
44165,Nogueruelas,2015,207
44165,Nogueruelas,2014,214
44165,Nogueruelas,2013,210
44165,Nogueruelas,2012,219
44165,Nogueruelas,2011,215
44165,Nogueruelas,2010,237
44167,Obón,2020,34
44167,Obón,2019,44
44167,Obón,2018,45
44167,Obón,2017,44
44167,Obón,2016,44
44167,Obón,2015,48
44167,Obón,2014,42
44167,Obón,2013,38
44167,Obón,2012,39
44167,Obón,2011,38
44167,Obón,2010,36
44168,Odón,2020,203
44168,Odón,2019,206
44168,Odón,2018,205
44168,Odón,2017,217
44168,Odón,2016,225
44168,Odón,2015,226
44168,Odón,2014,237
44168,Odón,2013,228
44168,Odón,2012,229
44168,Odón,2011,221
44168,Odón,2010,220
44169,Ojos Negros,2020,341
44169,Ojos Negros,2019,360
44169,Ojos Negros,2018,377
44169,Ojos Negros,2017,393
44169,Ojos Negros,2016,405
44169,Ojos Negros,2015,413
44169,Ojos Negros,2014,421
44169,Ojos Negros,2013,435
44169,Ojos Negros,2012,445
44169,Ojos Negros,2011,473
44169,Ojos Negros,2010,489
44171,Olba,2020,233
44171,Olba,2019,228
44171,Olba,2018,226
44171,Olba,2017,227
44171,Olba,2016,230
44171,Olba,2015,240
44171,Olba,2014,263
44171,Olba,2013,250
44171,Olba,2012,249
44171,Olba,2011,238
44171,Olba,2010,237
44172,Oliete,2020,343
44172,Oliete,2019,351
44172,Oliete,2018,364
44172,Oliete,2017,357
44172,Oliete,2016,365
44172,Oliete,2015,412
44172,Oliete,2014,422
44172,Oliete,2013,430
44172,Oliete,2012,459
44172,Oliete,2011,470
44172,Oliete,2010,479
44173,Olmos,Los,2020,118
44173,Olmos,Los,2019,120
44173,Olmos,Los,2018,122
44173,Olmos,Los,2017,122
44173,Olmos,Los,2016,127
44173,Olmos,Los,2015,127
44173,Olmos,Los,2014,130
44173,Olmos,Los,2013,131
44173,Olmos,Los,2012,124
44173,Olmos,Los,2011,131
44173,Olmos,Los,2010,128
44174,Orihuela del Tremedal,2020,450
44174,Orihuela del Tremedal,2019,463
44174,Orihuela del Tremedal,2018,487
44174,Orihuela del Tremedal,2017,493
44174,Orihuela del Tremedal,2016,504
44174,Orihuela del Tremedal,2015,535
44174,Orihuela del Tremedal,2014,539
44174,Orihuela del Tremedal,2013,552
44174,Orihuela del Tremedal,2012,572
44174,Orihuela del Tremedal,2011,580
44174,Orihuela del Tremedal,2010,564
44175,Orrios,2020,128
44175,Orrios,2019,125
44175,Orrios,2018,126
44175,Orrios,2017,127
44175,Orrios,2016,133
44175,Orrios,2015,137
44175,Orrios,2014,140
44175,Orrios,2013,145
44175,Orrios,2012,152
44175,Orrios,2011,153
44175,Orrios,2010,159
44176,Palomar de Arroyos,2020,170
44176,Palomar de Arroyos,2019,168
44176,Palomar de Arroyos,2018,169
44176,Palomar de Arroyos,2017,169
44176,Palomar de Arroyos,2016,174
44176,Palomar de Arroyos,2015,182
44176,Palomar de Arroyos,2014,184
44176,Palomar de Arroyos,2013,186
44176,Palomar de Arroyos,2012,189
44176,Palomar de Arroyos,2011,191
44176,Palomar de Arroyos,2010,198
44177,Pancrudo,2020,119
44177,Pancrudo,2019,113
44177,Pancrudo,2018,110
44177,Pancrudo,2017,119
44177,Pancrudo,2016,116
44177,Pancrudo,2015,112
44177,Pancrudo,2014,117
44177,Pancrudo,2013,123
44177,Pancrudo,2012,133
44177,Pancrudo,2011,139
44177,Pancrudo,2010,136
44178,Parras de Castellote,Las,2020,55
44178,Parras de Castellote,Las,2019,55
44178,Parras de Castellote,Las,2018,53
44178,Parras de Castellote,Las,2017,61
44178,Parras de Castellote,Las,2016,57
44178,Parras de Castellote,Las,2015,59
44178,Parras de Castellote,Las,2014,58
44178,Parras de Castellote,Las,2013,63
44178,Parras de Castellote,Las,2012,69
44178,Parras de Castellote,Las,2011,77
44178,Parras de Castellote,Las,2010,73
44179,Peñarroya de Tastavins,2020,446
44179,Peñarroya de Tastavins,2019,439
44179,Peñarroya de Tastavins,2018,439
44179,Peñarroya de Tastavins,2017,461
44179,Peñarroya de Tastavins,2016,465
44179,Peñarroya de Tastavins,2015,477
44179,Peñarroya de Tastavins,2014,487
44179,Peñarroya de Tastavins,2013,480
44179,Peñarroya de Tastavins,2012,497
44179,Peñarroya de Tastavins,2011,509
44179,Peñarroya de Tastavins,2010,517
44180,Peracense,2020,77
44180,Peracense,2019,77
44180,Peracense,2018,76
44180,Peracense,2017,75
44180,Peracense,2016,75
44180,Peracense,2015,72
44180,Peracense,2014,69
44180,Peracense,2013,73
44180,Peracense,2012,77
44180,Peracense,2011,88
44180,Peracense,2010,89
44181,Peralejos,2020,83
44181,Peralejos,2019,79
44181,Peralejos,2018,88
44181,Peralejos,2017,87
44181,Peralejos,2016,86
44181,Peralejos,2015,86
44181,Peralejos,2014,85
44181,Peralejos,2013,90
44181,Peralejos,2012,83
44181,Peralejos,2011,84
44181,Peralejos,2010,78
44182,Perales del Alfambra,2020,236
44182,Perales del Alfambra,2019,229
44182,Perales del Alfambra,2018,221
44182,Perales del Alfambra,2017,221
44182,Perales del Alfambra,2016,227
44182,Perales del Alfambra,2015,238
44182,Perales del Alfambra,2014,253
44182,Perales del Alfambra,2013,265
44182,Perales del Alfambra,2012,269
44182,Perales del Alfambra,2011,268
44182,Perales del Alfambra,2010,279
44183,Pitarque,2020,68
44183,Pitarque,2019,73
44183,Pitarque,2018,79
44183,Pitarque,2017,84
44183,Pitarque,2016,91
44183,Pitarque,2015,90
44183,Pitarque,2014,93
44183,Pitarque,2013,89
44183,Pitarque,2012,93
44183,Pitarque,2011,94
44183,Pitarque,2010,96
44184,Plou,2020,50
44184,Plou,2019,43
44184,Plou,2018,43
44184,Plou,2017,45
44184,Plou,2016,49
44184,Plou,2015,52
44184,Plou,2014,46
44184,Plou,2013,45
44184,Plou,2012,48
44184,Plou,2011,45
44184,Plou,2010,43
44185,Pobo,El,2020,108
44185,Pobo,El,2019,110
44185,Pobo,El,2018,114
44185,Pobo,El,2017,129
44185,Pobo,El,2016,132
44185,Pobo,El,2015,142
44185,Pobo,El,2014,148
44185,Pobo,El,2013,145
44185,Pobo,El,2012,142
44185,Pobo,El,2011,143
44185,Pobo,El,2010,139
44187,Portellada,La,2020,236
44187,Portellada,La,2019,235
44187,Portellada,La,2018,243
44187,Portellada,La,2017,246
44187,Portellada,La,2016,240
44187,Portellada,La,2015,240
44187,Portellada,La,2014,234
44187,Portellada,La,2013,245
44187,Portellada,La,2012,254
44187,Portellada,La,2011,259
44187,Portellada,La,2010,262
44189,Pozondón,2020,43
44189,Pozondón,2019,50
44189,Pozondón,2018,48
44189,Pozondón,2017,54
44189,Pozondón,2016,60
44189,Pozondón,2015,62
44189,Pozondón,2014,63
44189,Pozondón,2013,66
44189,Pozondón,2012,71
44189,Pozondón,2011,80
44189,Pozondón,2010,83
44190,Pozuel del Campo,2020,63
44190,Pozuel del Campo,2019,65
44190,Pozuel del Campo,2018,68
44190,Pozuel del Campo,2017,70
