cyear,cp,name,population
1960,44116,Gargallo,376
1960,44117,Gea de Albarracín,913
1960,44118,Ginebrosa (La),769
1960,44119,Griegos,344
1960,44120,Guadalaviar,575
1960,44121,Gúdar,286
1960,44122,Híjar,3128
1960,44123,Hinojosa de Jarque,491
1960,44124,Hoz de la Vieja (La),691
1960,44125,Huesa del Común,667
1960,44126,Iglesuela del Cid (La),1000
1960,44127,Jabaloyas,409
1960,44128,Jarque de la Val,274
1960,44129,Jatiel,186
1960,44130,Jorcas,291
1960,44131,Josa,268
1960,44132,Lagueruela,257
1960,44133,Lanzuela,187
1960,44135,Libros,593
1960,44136,Lidón,282
1960,44137,Linares de Mora,834
1960,44138,Loscos,1032
1960,44141,Lledó,373
1960,44142,Maicas,195
1960,44143,Manzanera,1485
1960,44144,Martín del Río,975
1960,44145,Mas de las Matas,1854
1960,44146,Mata de los Olmos (La),453
1960,44147,Mazaleón,1030
1960,44148,Mezquita de Jarque,314
1960,44149,Mirambel,432
1960,44150,Miravete de la Sierra,247
1960,44151,Molinos,729
1960,44152,Monforte de Moyuela,372
1960,44153,Monreal del Campo,3144
1960,44154,Monroyo,733
1960,44155,Montalbán,2879
1960,44156,Monteagudo del Castillo,403
1960,44157,Monterde de Albarracín,383
1960,44158,Mora de Rubielos,2147
1960,44159,Moscardón,274
1960,44160,Mosqueruela,1632
1960,44161,Muniesa,1715
1960,44163,Noguera de Albarracín,344
1960,44164,Nogueras,274
1960,44165,Nogueruelas,577
1960,44167,Obón,739
1960,44168,Odón,717
1960,44169,Ojos Negros,2033
1960,44171,Olba,691
1960,44172,Oliete,1711
1960,44173,Olmos (Los),356
1960,44174,Orihuela del Tremedal,1042
1960,44175,Orrios,479
1960,44176,Palomar de Arroyos,568
1960,44177,Pancrudo,873
1960,44178,Parras de Castellote (Las),540
1960,44179,Peñarroya de Tastavins,996
1960,44180,Peracense,311
1960,44181,Peralejos,275
1960,44182,Perales del Alfambra,814
1960,44183,Pitarque,467
1960,44184,Plou,243
1960,44185,Pobo (El),478
1960,44187,Portellada (La),545
1960,44189,Pozondón,430
1960,44190,Pozuel del Campo,486
1960,44191,Puebla de Híjar (La),2559
1960,44192,Puebla de Valverde (La),1378
1960,44193,Puertomingalvo,793
1960,44194,Ráfales,575
1960,44195,Rillo,700
1960,44196,Riodeva,631
1960,44197,Ródenas,359
1960,44198,Royuela,543
1960,44199,Rubiales,166
1960,44200,Rubielos de la Cérida,391
1960,44201,Rubielos de Mora,1213
1960,44203,Salcedillo,57
1960,44204,Saldón,361
1960,44205,Samper de Calanda,2028
1960,44206,San Agustín,843
1960,44207,San Martín del Río,881
1960,44208,Santa Cruz de Nogueras,165
1960,44209,Santa Eulalia,2485
1960,44210,Sarrión,1792
1960,44211,Segura de los Baños,426
1960,44212,Seno,209
1960,44213,Singra,338
1960,44215,Terriente,760
1960,44216,Teruel,21800
1960,44217,Toril y Masegoso,181
1960,44218,Tormón,172
1960,44219,Tornos,783
1960,44220,Torralba de los Sisones,494
1960,44221,Torrecilla de Alcañiz,767
1960,44222,Torrecilla del Rebollar,747
1960,44223,Torre de Arcas,282
1960,44224,Torre de las Arcas,234
1960,44225,Torre del Compte,403
1960,44226,Torrelacárcel,703
1960,44227,Torre los Negros,371
1960,44228,Torremocha de Jiloca,445
1960,44229,Torres de Albarracín,415
1960,44230,Torrevelilla,461
1960,44231,Torrijas,294
1960,44232,Torrijo del Campo,1222
1960,44234,Tramacastiel,409
1960,44235,Tramacastilla,349
1960,44236,Tronchón,600
1960,44237,Urrea de Gaén,1027
1960,44238,Utrillas,3532
1960,44239,Valacloche,85
1960,44240,Valbona,577
1960,44241,Valdealgorfa,1238
1960,44243,Valdecuenca,204
1960,44244,Valdelinares,417
1960,44245,Valdeltormo,633
1960,44246,Valderrobres,2339
1960,44247,Valjunquera,811
1960,44249,Vallecillo (El),283
1960,44250,Veguillas de la Sierra,129
1960,44251,Villafranca del Campo,863
1960,44252,Villahermosa del Campo,295
1960,44256,Villanueva del Rebollar de la Sierra,234
1960,44257,Villar del Cobo,424
1960,44258,Villar del Salz,453
1960,44260,Villarluengo,810
1960,44261,Villarquemado,1573
1960,44262,Villarroya de los Pinares,574
1960,44263,Villastar,681
1960,44264,Villel,1024
1960,44265,Vinaceite,535
1960,44266,Visiedo,580
1960,44267,Vivel del Río Martín,623
1960,44268,Zoma (La),118
1960,50001,Abanto,644
1960,50002,Acered,615
1960,50003,Agón,328
1960,50004,Aguarón,1365
1960,50005,Aguilón,787
1960,50006,Ainzón,1741
1960,50007,Aladrén,248
1960,50008,Alagón,5334
1960,50009,Alarba,394
1960,50010,Alberite de San Juan,196
1960,50011,Albeta,247
1960,50012,Alborge,203
1960,50013,Alcalá de Ebro,591
1960,50014,Alcalá de Moncayo,352
1960,50015,Alconchel de Ariza,573
1960,50016,Aldehuela de Liestos,350
1960,50017,Alfajarín,1188
1960,50018,Alfamén,1393
1960,50019,Alforque,253
1960,50020,Alhama de Aragón,2015
1960,50021,Almochuel,127
1960,50022,Almolda (La),991
1960,50023,Almonacid de la Cuba,607
1960,50024,Almonacid de la Sierra,1376
1960,50025,Almunia de Doña Godina (La),4423
1960,50026,Alpartir,874
1960,50027,Ambel,841
1960,50028,Anento,270
1960,50029,Aniñón,1461
1960,50030,Añón de Moncayo,678
1960,50031,Aranda de Moncayo,803
1960,50032,Arándiga,1132
1960,50033,Ardisa,285
1960,50034,Ariza,2654
1960,50035,Artieda,233
1960,50036,Asín,338
1960,50037,Atea,909
1960,50038,Ateca,2726
1960,50039,Azuara,2062
1960,50040,Badules,341
1960,50041,Bagüés,95
1960,50042,Balconchán,84
1960,50043,Bárboles,740
1960,50044,Bardallur,678
1960,50045,Belchite,2816
1960,50046,Belmonte de Gracián,799
1960,50047,Berdejo,209
1960,50048,Berrueco,182
1960,50050,Bijuesca,603
1960,50051,Biota,1900
1960,50052,Bisimbre,237
1960,50053,Boquiñeni,1424
1960,50054,Bordalba,388
1960,50055,Borja,4490
1960,50056,Botorrita,479
1960,50057,Brea de Aragón,1751
1960,50058,Bubierca,380
1960,50059,Bujaraloz,1057
1960,50060,Bulbuente,545
1960,50061,Bureta,534
1960,50062,Burgo de Ebro (El),1186
1960,50063,Buste (El),357
1960,50064,Cabañas de Ebro,744
1960,50065,Cabolafuente,515
1960,50066,Cadrete,665
1960,50067,Calatayud,18251
1960,50068,Calatorao,3317
1960,50069,Calcena,639
1960,50070,Calmarza,422
1960,50071,Campillo de Aragón,627
1960,50072,Carenas,918
1960,50073,Cariñena,3031
1960,50074,Caspe,9603
1960,50075,Castejón de Alarba,298
1960,50076,Castejón de las Armas,401
1960,50077,Castejón de Valdejasa,902
1960,50078,Castiliscar,1012
1960,50079,Cervera de la Cañada,772
1960,50080,Cerveruela,153
1960,50081,Cetina,2049
1960,50082,Cimballa,483
1960,50083,Cinco Olivas,286
1960,50084,Clarés de Ribota,409
1960,50085,Codo,719
1960,50086,Codos,852
1960,50087,Contamina,200
1960,50088,Cosuenda,866
1960,50089,Cuarte de Huerva,491
1960,50090,Cubel,535
1960,50091,Cuerlas (Las),416
1960,50092,Chiprana,910
1960,50093,Chodes,406
1960,50094,Daroca,3323
1960,50095,Ejea de los Caballeros,11242
1960,50096,Embid de Ariza,456
1960,50098,Encinacorba,680
1960,50099,Épila,5173
1960,50100,Erla,916
1960,50101,Escatrón,3668
1960,50102,Fabara,1781
1960,50104,Farlete,587
1960,50105,Fayón,1683
1960,50106,Fayos (Los),452
1960,50107,Figueruelas,672
1960,50108,Fombuena,108
1960,50109,Frago (El),371
1960,50110,Frasno (El),1232
1960,50111,Fréscano,452
1960,50113,Fuendejalón,1323
1960,50114,Fuendetodos,401
1960,50115,Fuentes de Ebro,3436
1960,50116,Fuentes de Jiloca,1001
1960,50117,Gallocanta,476
1960,50118,Gallur,4328
1960,50119,Gelsa,1725
1960,50120,Godojos,374
1960,50121,Gotor,473
1960,50122,Grisel,295
1960,50123,Grisén,708
1960,50124,Herrera de los Navarros,1484
1960,50125,Ibdes,1640
1960,50126,Illueca,2144
1960,50128,Isuerre,215
1960,50129,Jaraba,704
1960,50130,Jarque,1015
1960,50131,Jaulín,505
1960,50132,Joyosa (La),485
1960,50133,Lagata,374
1960,50134,Langa del Castillo,617
1960,50135,Layana,385
1960,50136,Lécera,1906
1960,50137,Leciñena,1730
1960,50138,Lechón,141
1960,50139,Letux,876
1960,50140,Litago,453
1960,50141,Lituénigo,312
1960,50142,Lobera de Onsella,448
1960,50143,Longares,1245
1960,50144,Longás,222
1960,50146,Lucena de Jalón,423
1960,50147,Luceni,1772
1960,50148,Luesia,1221
1960,50149,Luesma,186
1960,50150,Lumpiaque,2005
1960,50151,Luna,1893
1960,50152,Maella,2688
1960,50153,Magallón,1818
1960,50154,Mainar,390
1960,50155,Malanquilla,399
1960,50156,Maleján,487
1960,50157,Malón,882
1960,50159,Maluenda,1634
1960,50160,Mallén,3521
1960,50161,Manchones,568
1960,50162,Mara,656
1960,50163,María de Huerva,698
1960,50164,Mediana de Aragón,828
1960,50165,Mequinenza,5784
1960,50166,Mesones de Isuela,728
1960,50167,Mezalocha,494
1960,50168,Mianos,117
1960,50169,Miedes de Aragón,1039
1960,50170,Monegrillo,689
1960,50171,Moneva,539
1960,50172,Monreal de Ariza,836
1960,50173,Monterde,880
1960,50174,Montón,464
1960,50175,Morata de Jalón,2760
1960,50176,Morata de Jiloca,961
1960,50177,Morés,1142
1960,50178,Moros,1195
1960,50179,Moyuela,1030
1960,50180,Mozota,223
1960,50181,Muel,1379
1960,50182,Muela (La),1011
1960,50183,Munébrega,1074
1960,50184,Murero,488
1960,50185,Murillo de Gállego,470
1960,50186,Navardún,302
1960,50187,Nigüella,273
1960,50188,Nombrevilla,161
1960,50189,Nonaspe,1733
1960,50190,Novallas,1478
1960,50191,Novillas,1005
1960,50192,Nuévalos,823
1960,50193,Nuez de Ebro,538
1960,50194,Olvés,500
1960,50195,Orcajo,243
1960,50196,Orera,336
1960,50197,Orés,417
1960,50198,Oseja,220
1960,50199,Osera de Ebro,407
1960,50200,Paniza,1166
1960,50201,Paracuellos de Jiloca,1069
1960,50202,Paracuellos de la Ribera,800
1960,50203,Pastriz,929
1960,50204,Pedrola,2677
1960,50205,Pedrosas (Las),251
1960,50206,Perdiguera,680
1960,50207,Piedratajada,354
1960,50208,Pina de Ebro,2270
1960,50209,Pinseque,1356
1960,50210,Pintanos (Los),336
1960,50211,Plasencia de Jalón,728
1960,50212,Pleitas,164
1960,50213,Plenas,469
1960,50214,Pomer,342
1960,50215,Pozuel de Ariza,290
1960,50216,Pozuelo de Aragón,559
1960,50217,Pradilla de Ebro,1016
1960,50218,Puebla de Albortón,382
1960,50219,Puebla de Alfindén (La),1287
1960,50220,Puendeluna,227
1960,50221,Purujosa,264
1960,50222,Quinto,2572
1960,50223,Remolinos,1934
1960,50224,Retascón,229
1960,50225,Ricla,2716
1960,50227,Romanos,329
1960,50228,Rueda de Jalón,803
1960,50229,Ruesca,184
1960,50230,Sádaba,2971
1960,50231,Salillas de Jalón,690
1960,50232,Salvatierra de Esca,780
1960,50233,Samper del Salz,239
1960,50234,San Martín de la Virgen de Moncayo,405
1960,50235,San Mateo de Gállego,1793
1960,50236,Santa Cruz de Grío,720
1960,50237,Santa Cruz de Moncayo,216
1960,50238,Santa Eulalia de Gállego,305
1960,50239,Santed,316
1960,50240,Sástago,2444
1960,50241,Saviñán,1616
1960,50242,Sediles,241
1960,50243,Sestrica,926
1960,50244,Sierra de Luna,594
1960,50245,Sigüés,696
1960,50246,Sisamón,520
1960,50247,Sobradiel,684
1960,50248,Sos del Rey Católico,2199
1960,50249,Tabuenca,1001
1960,50250,Talamantes,291
1960,50251,Tarazona,12020
1960,50252,Tauste,6667
1960,50253,Terrer,1624
1960,50254,Tierga,674
1960,50255,Tobed,723
1960,50256,Torralba de los Frailes,575
1960,50257,Torralba de Ribota,467
1960,50258,Torralbilla,358
1960,50259,Torrehermosa,251
1960,50260,Torrelapaja,299
1960,50261,Torrellas,746
1960,50262,Torres de Berrellén,1808
1960,50263,Torrijo de la Cañada,1311
1960,50264,Tosos,628
1960,50265,Trasmoz,241
1960,50266,Trasobares,801
1960,50267,Uncastillo,2729
1960,50268,Undués de Lerda,213
1960,50269,Urrea de Jalón,857
1960,50270,Urriés,442
1960,50271,Used,1045
1960,50272,Utebo,3289
1960,50273,Valdehorna,179
1960,50274,Val de San Martín,271
1960,50275,Valmadrid,280
1960,50276,Valpalmas,466
1960,50277,Valtorres,431
1960,50278,Velilla de Ebro,652
1960,50279,Velilla de Jiloca,400
1960,50280,Vera de Moncayo,1052
1960,50281,Vierlas,206
1960,50282,Vilueña (La),386
1960,50283,Villadoz,279
1960,50284,Villafeliche,734
1960,50285,Villafranca de Ebro,726
1960,50286,Villalba de Perejil,191
1960,50287,Villalengua,1009
1960,50288,Villanueva de Gállego,2157
1960,50289,Villanueva de Jiloca,358
1960,50290,Villanueva de Huerva,1079
1960,50291,Villar de los Navarros,894
1960,50292,Villarreal de Huerva,415
1960,50293,Villarroya de la Sierra,1659
1960,50294,Villarroya del Campo,280
1960,50295,Vistabella,344
1960,50296,Zaida (La),569
1960,50297,Zaragoza,301655
1960,50298,Zuera,5340
1960,50901,Biel,864
1960,50902,Marracos,302
1960,50903,Villamayor de Gállego,2320
1970,22001,Abiego,465
1970,22002,Abizanda,195
1970,22003,Adahuesca,258
1970,22004,Agüero,303
1970,22006,Aísa,263
1970,22007,Albalate de Cinca,1262
1970,22008,Albalatillo,362
1970,22009,Albelda,1271
1970,22011,Albero Alto,170
1970,22012,Albero Bajo,180
1970,22013,Alberuela de Tubo,535
1970,22014,Alcalá de Gurrea,764
1970,22015,Alcalá del Obispo,577
1970,22016,Alcampell,1524
1970,22017,Alcolea de Cinca,1591
1970,22018,Alcubierre,788
1970,22019,Alerre,115
1970,22020,Alfántega,163
1970,22021,Almudévar,3049
1970,22022,Almunia de San Juan,994
1970,22023,Almuniente,799
1970,22024,Alquézar,402
1970,22025,Altorricón,1699
1970,22027,Angüés,825
1970,22028,Ansó,707
1970,22029,Antillón,224
1970,22032,Aragüés del Puerto,217
1970,22035,Arén,1209
1970,22036,Argavieso,174
1970,22037,Arguis,89
1970,22039,Ayerbe,1893
1970,22040,Azanuy-Alins,426
1970,22041,Azara,312
1970,22042,Azlor,291
1970,22043,Baells,315
1970,22044,Bailo,571
1970,22045,Baldellou,277
1970,22046,Ballobar,1365
1970,22047,Banastás,120
1970,22048,Barbastro,12959
1970,22049,Barbués,192
1970,22050,Barbuñales,171
1970,22051,Bárcabo,291
1970,22052,Belver de Cinca,1896
1970,22053,Benabarre,1542
1970,22054,Benasque,738
1970,22055,Berbegal,709
1970,22057,Bielsa,654
1970,22058,Bierge,433
1970,22059,Biescas,1609
1970,22060,Binaced,1937
1970,22061,Binéfar,6925
1970,22062,Bisaurri,427
1970,22063,Biscarrués,376
1970,22064,Blecua y Torres,391
1970,22066,Boltaña,992
1970,22067,Bonansa,118
1970,22068,Borau,122
1970,22069,Broto,679
1970,22072,Caldearenas,494
1970,22074,Campo,524
1970,22075,Camporrells,500
1970,22076,Canal de Berdún,745
1970,22077,Candasnos,830
1970,22078,Canfranc,1027
1970,22079,Capdesaso,274
1970,22080,Capella,563
1970,22081,Casbas de Huesca,674
1970,22082,Castejón del Puente,444
1970,22083,Castejón de Monegros,1016
1970,22084,Castejón de Sos,459
1970,22085,Castelflorite,175
1970,22086,Castiello de Jaca,262
1970,22087,Castigaleu,150
1970,22088,Castillazuelo,434
1970,22089,Castillonroy,584
1970,22090,Colungo,275
1970,22094,Chalamera,252
1970,22095,Chía,188
1970,22096,Chimillas,178
1970,22099,Esplús,1071
1970,22102,Estada,328
1970,22103,Estadilla,1160
1970,22105,Estopiñán del Castillo,476
1970,22106,Fago,107
1970,22107,Fanlo,157
1970,22109,Fiscal,489
1970,22110,Fonz,1705
1970,22111,Foradada del Toscar,364
1970,22112,Fraga,10134
1970,22113,Fueva (La),1095
1970,22114,Gistaín,291
1970,22115,Grado (El),821
1970,22116,Grañén,2649
1970,22117,Graus,3910
1970,22119,Gurrea de Gállego,2292
1970,22122,Hoz de Jaca,105
1970,22124,Huerto,505
1970,22125,Huesca,32119
1970,22126,Ibieca,168
1970,22127,Igriés,190
1970,22128,Ilche,421
1970,22129,Isábena,507
1970,22130,Jaca,10051
1970,22131,Jasa,144
1970,22133,Labuerda,282
1970,22135,Laluenga,396
1970,22136,Lalueza,1655
1970,22137,Lanaja,2213
1970,22139,Laperdiguera,126
1970,22141,Lascellas-Ponzano,301
1970,22142,Lascuarre,242
1970,22143,Laspaúles,505
1970,22144,Laspuña,392
1970,22149,Loarre,625
1970,22150,Loporzano,776
1970,22151,Loscorrales,181
1970,22155,Monesma y Cajigar,183
1970,22156,Monflorite-Lascasas,313
1970,22157,Montanuy,603
1970,22158,Monzón,14670
1970,22160,Naval,387
1970,22162,Novales,281
1970,22163,Nueno,350
1970,22164,Olvena,96
1970,22165,Ontiñena,926
1970,22167,Osso de Cinca,835
1970,22168,Palo,58
1970,22170,Panticosa,537
1970,22172,Peñalba,841
1970,22173,Peñas de Riglos (Las),698
1970,22174,Peralta de Alcofea,1040
1970,22175,Peralta de Calasanz,1090
1970,22176,Peraltilla,248
1970,22177,Perarrúa,240
1970,22178,Pertusa,204
1970,22181,Piracés,158
1970,22182,Plan,548
1970,22184,Poleñino,374
1970,22186,Pozán de Vero,391
1970,22187,Puebla de Castro (La),442
1970,22188,Puente de Montañana,270
1970,22189,Puértolas,323
1970,22190,Pueyo de Araguás (El),257
1970,22193,Pueyo de Santa Cruz,545
1970,22195,Quicena,174
1970,22197,Robres,1007
1970,22199,Sabiñánigo,8367
1970,22200,Sahún,379
1970,22201,Salas Altas,586
1970,22202,Salas Bajas,294
1970,22203,Salillas,202
1970,22204,Sallent de Gállego,1212
1970,22205,San Esteban de Litera,951
1970,22206,Sangarrén,429
1970,22207,San Juan de Plan,205
1970,22208,Santa Cilia,307
1970,22209,Santa Cruz de la Serós,164
1970,22212,Santaliestra y San Quílez,141
1970,22213,Sariñena,4209
1970,22214,Secastilla,345
1970,22215,Seira,309
1970,22217,Sena,894
1970,22218,Senés de Alcubierre,105
1970,22220,Sesa,403
1970,22221,Sesué,114
1970,22222,Siétamo,549
1970,22223,Sopeira,415
1970,22225,Tamarite de Litera,4742
1970,22226,Tardienta,1504
1970,22227,Tella-Sin,451
1970,22228,Tierz,270
1970,22229,Tolva,417
1970,22230,Torla-Ordesa,444
1970,22232,Torralba de Aragón,240
1970,22233,Torre la Ribera,221
1970,22234,Torrente de Cinca,1524
1970,22235,Torres de Alcanadre,208
1970,22236,Torres de Barbués,544
1970,22239,Tramaced,189
1970,22242,Valfarta,151
1970,22243,Valle de Bardají,101
1970,22244,Valle de Lierp,99
1970,22245,Velilla de Cinca,679
1970,22246,Beranuy,248
1970,22247,Viacamp y Litera,85
1970,22248,Vicién,194
1970,22249,Villanova,131
1970,22250,Villanúa,323
1970,22251,Villanueva de Sigena,613
1970,22252,Yebra de Basa,222
1970,22253,Yésero,141
1970,22254,Zaidín,2008
1970,22901,Valle de Hecho,1369
1970,22902,Puente la Reina de Jaca,372
1970,22903,San Miguel del Cinca,1122
1970,22904,Sotonera (La),1874
1970,22905,Lupiñén-Ortilla,674
1970,22906,Santa María de Dulcis,350
1970,22907,Aínsa-Sobrarbe,1722
1970,22908,Hoz y Costeán,498
1970,22909,Vencillón,456
1970,44001,Ababuj,193
1970,44002,Abejuela,178
1970,44003,Aguatón,73
1970,44004,Aguaviva,889
1970,44005,Aguilar del Alfambra,220
1970,44006,Alacón,729
1970,44007,Alba,557
1970,44008,Albalate del Arzobispo,3044
1970,44009,Albarracín,1258
1970,44010,Albentosa,523
1970,44011,Alcaine,114
1970,44012,Alcalá de la Selva,774
1970,44013,Alcañiz,10851
1970,44014,Alcorisa,3058
1970,44016,Alfambra,1169
1970,44017,Aliaga,1265
1970,44018,Almohaja,67
1970,44019,Alobras,231
1970,44020,Alpeñés,69
1970,44021,Allepuz,501
1970,44022,Alloza,1169
1970,44023,Allueva,10
1970,44024,Anadón,71
1970,44025,Andorra,6609
1970,44026,Arcos de las Salinas,252
1970,44027,Arens de Lledó,354
1970,44028,Argente,471
1970,44029,Ariño,1125
1970,44031,Azaila,392
1970,44032,Bádenas,83
1970,44033,Báguena,1060
1970,44034,Bañón,423
1970,44035,Barrachina,328
1970,44036,Bea,50
1970,44037,Beceite,1006
1970,44038,Belmonte de San José,236
1970,44039,Bello,883
1970,44040,Berge,341
1970,44041,Bezas,249
1970,44042,Blancas,434
1970,44043,Blesa,358
1970,44044,Bordón,266
1970,44045,Bronchales,564
1970,44046,Bueña,262
1970,44047,Burbáguena,637
1970,44048,Cabra de Mora,166
1970,44049,Calaceite,1625
1970,44050,Calamocha,5041
1970,44051,Calanda,3125
1970,44052,Calomarde,211
1970,44053,Camañas,281
1970,44054,Camarena de la Sierra,252
1970,44055,Camarillas,362
1970,44056,Caminreal,1373
1970,44059,Cantavieja,1060
1970,44060,Cañada de Benatanduz,253
1970,44061,Cañada de Verich (La),238
1970,44062,Cañada Vellida,155
1970,44063,Cañizar del Olivar,273
1970,44064,Cascante del Río,261
1970,44065,Castejón de Tornos,260
1970,44066,Castel de Cabra,393
1970,44067,Castelnou,216
1970,44068,Castelserás,1099
1970,44070,Castellar (El),175
1970,44071,Castellote,1493
1970,44074,Cedrillas,785
1970,44075,Celadas,660
1970,44076,Cella,3340
1970,44077,Cerollera (La),210
1970,44080,Codoñera (La),524
1970,44082,Corbalán,228
1970,44084,Cortes de Aragón,239
1970,44085,Cosa,239
1970,44086,Cretas,913
1970,44087,Crivillén,334
1970,44088,Cuba (La),161
1970,44089,Cubla,199
1970,44090,Cucalón,221
1970,44092,Cuervo (El),248
1970,44093,Cuevas de Almudén,168
1970,44094,Cuevas Labradas,254
1970,44096,Ejulve,431
1970,44097,Escorihuela,443
1970,44099,Escucha,1338
1970,44100,Estercuel,630
1970,44101,Ferreruela de Huerva,194
1970,44102,Fonfría,80
1970,44103,Formiche Alto,352
1970,44105,Fórnoles,258
1970,44106,Fortanete,506
1970,44107,Foz-Calanda,342
1970,44108,Fresneda (La),666
1970,44109,Frías de Albarracín,403
1970,44110,Fuenferrada,108
1970,44111,Fuentes Calientes,264
1970,44112,Fuentes Claras,1103
1970,44113,Fuentes de Rubielos,183
1970,44114,Fuentespalda,524
1970,44115,Galve,214
1970,44116,Gargallo,180
1970,44117,Gea de Albarracín,722
1970,44118,Ginebrosa (La),468
1970,44119,Griegos,238
1970,44120,Guadalaviar,437
1970,44121,Gúdar,151
1970,44122,Híjar,2501
1970,44123,Hinojosa de Jarque,360
1970,44124,Hoz de la Vieja (La),408
1970,44125,Huesa del Común,369
1970,44126,Iglesuela del Cid (La),718
1970,44127,Jabaloyas,267
1970,44128,Jarque de la Val,184
1970,44129,Jatiel,104
1970,44130,Jorcas,152
1970,44131,Josa,138
1970,44132,Lagueruela,142
1970,44133,Lanzuela,109
1970,44135,Libros,393
1970,44136,Lidón,190
1970,44137,Linares de Mora,582
1970,44138,Loscos,580
1970,44141,Lledó,321
1970,44142,Maicas,51
1970,44143,Manzanera,1050
1970,44144,Martín del Río,722
1970,44145,Mas de las Matas,1573
1970,44146,Mata de los Olmos (La),332
1970,44147,Mazaleón,823
1970,44148,Mezquita de Jarque,261
1970,44149,Mirambel,273
1970,44150,Miravete de la Sierra,155
1970,44151,Molinos,528
1970,44152,Monforte de Moyuela,216
1970,44153,Monreal del Campo,2823
1970,44154,Monroyo,539
1970,44155,Montalbán,2394
1970,44156,Monteagudo del Castillo,198
1970,44157,Monterde de Albarracín,192
1970,44158,Mora de Rubielos,1680
1970,44159,Moscardón,140
1970,44160,Mosqueruela,1157
1970,44161,Muniesa,1331
1970,44163,Noguera de Albarracín,250
1970,44164,Nogueras,124
1970,44165,Nogueruelas,406
1970,44167,Obón,251
1970,44168,Odón,433
1970,44169,Ojos Negros,1343
1970,44171,Olba,364
1970,44172,Oliete,1035
1970,44173,Olmos (Los),259
1970,44174,Orihuela del Tremedal,882
1970,44175,Orrios,306
1970,44176,Palomar de Arroyos,405
1970,44177,Pancrudo,514
1970,44178,Parras de Castellote (Las),240
1970,44179,Peñarroya de Tastavins,794
1970,44180,Peracense,191
1970,44181,Peralejos,171
1970,44182,Perales del Alfambra,514
1970,44183,Pitarque,252
1970,44184,Plou,122
1970,44185,Pobo (El),346
1970,44187,Portellada (La),430
1970,44189,Pozondón,219
1970,44190,Pozuel del Campo,318
1970,44191,Puebla de Híjar (La),2118
1970,44192,Puebla de Valverde (La),1003
1970,44193,Puertomingalvo,413
1970,44194,Ráfales,426
1970,44195,Rillo,398
1970,44196,Riodeva,406
1970,44197,Ródenas,200
1970,44198,Royuela,405
1970,44199,Rubiales,68
1970,44200,Rubielos de la Cérida,241
1970,44201,Rubielos de Mora,936
1970,44203,Salcedillo,15
1970,44204,Saldón,193
1970,44205,Samper de Calanda,1609
1970,44206,San Agustín,502
1970,44207,San Martín del Río,654
1970,44208,Santa Cruz de Nogueras,89
1970,44209,Santa Eulalia,2044
1970,44210,Sarrión,1307
1970,44211,Segura de los Baños,197
1970,44212,Seno,106
1970,44213,Singra,207
1970,44215,Terriente,450
1970,44216,Teruel,22100
1970,44217,Toril y Masegoso,137
1970,44218,Tormón,119
1970,44219,Tornos,457
1970,44220,Torralba de los Sisones,347
1970,44221,Torrecilla de Alcañiz,618
1970,44222,Torrecilla del Rebollar,436
1970,44223,Torre de Arcas,213
1970,44224,Torre de las Arcas,123
1970,44225,Torre del Compte,319
1970,44226,Torrelacárcel,557
1970,44227,Torre los Negros,237
1970,44228,Torremocha de Jiloca,340
1970,44229,Torres de Albarracín,314
1970,44230,Torrevelilla,293
1970,44231,Torrijas,176
1970,44232,Torrijo del Campo,921
1970,44234,Tramacastiel,256
1970,44235,Tramacastilla,274
1970,44236,Tronchón,331
1970,44237,Urrea de Gaén,835
1970,44238,Utrillas,4055
1970,44239,Valacloche,75
1970,44240,Valbona,347
1970,44241,Valdealgorfa,1035
1970,44243,Valdecuenca,79
1970,44244,Valdelinares,244
1970,44245,Valdeltormo,575
1970,44246,Valderrobres,2006
1970,44247,Valjunquera,683
1970,44249,Vallecillo (El),127
1970,44250,Veguillas de la Sierra,66
1970,44251,Villafranca del Campo,665
1970,44252,Villahermosa del Campo,166
1970,44256,Villanueva del Rebollar de la Sierra,134
1970,44257,Villar del Cobo,352
1970,44258,Villar del Salz,320
1970,44260,Villarluengo,492
1970,44261,Villarquemado,1299
1970,44262,Villarroya de los Pinares,400
1970,44263,Villastar,545
1970,44264,Villel,686
1970,44265,Vinaceite,473
1970,44266,Visiedo,448
1970,44267,Vivel del Río Martín,344
1970,44268,Zoma (La),64
1970,50001,Abanto,405
1970,50002,Acered,502
1970,50003,Agón,297
1970,50004,Aguarón,1106
1970,50005,Aguilón,612
1970,50006,Ainzón,1530
1970,50007,Aladrén,94
1970,50008,Alagón,5181
1970,50009,Alarba,281
1970,50010,Alberite de San Juan,172
1970,50011,Albeta,226
1970,50012,Alborge,157
1970,50013,Alcalá de Ebro,521
1970,50014,Alcalá de Moncayo,306
1970,50015,Alconchel de Ariza,390
1970,50016,Aldehuela de Liestos,178
1970,50017,Alfajarín,1238
1970,50018,Alfamén,1368
1970,50019,Alforque,153
1970,50020,Alhama de Aragón,1600
1970,50021,Almochuel,86
1970,50022,Almolda (La),880
1970,50023,Almonacid de la Cuba,509
1970,50024,Almonacid de la Sierra,1167
1970,50025,Almunia de Doña Godina (La),4892
1970,50026,Alpartir,814
1970,50027,Ambel,663
1970,50028,Anento,101
1970,50029,Aniñón,1170
1970,50030,Añón de Moncayo,474
